datetime,humidity,stations
1971-01-26,32.8,99999923225
1971-01-27,26.3,99999923225
1971-01-28,17.6,99999923225
1971-01-29,19.9,99999923225
1971-01-30,23.2,99999923225
1971-01-31,27.7,99999923225
1971-02-01,41.5,99999923225
1971-02-02,62.6,99999923225
1971-02-03,19.3,99999923225
1971-02-04,24.4,99999923225
1971-02-05,80.3,99999923225
1971-02-06,42.1,99999923225
1971-02-07,27.3,99999923225
1971-02-08,35.4,99999923225
1971-02-09,28,99999923225
1971-02-10,44.1,99999923225
1971-02-11,31.1,99999923225
1971-02-12,29.3,99999923225
1971-02-13,34.3,99999923225
1971-02-14,33.6,99999923225
1971-02-15,78,99999923225
1971-02-16,38,99999923225
1971-02-17,85.8,99999923225
1971-02-18,53.4,99999923225
1971-02-19,63.7,99999923225
1971-02-20,49.5,99999923225
1971-02-21,35.3,99999923225
1971-02-22,83.4,99999923225
1971-02-23,51,99999923225
1971-02-24,48.8,99999923225
1971-02-25,60.8,99999923225
1971-02-26,27.1,99999923225
1971-02-27,100,99999923225
1971-02-28,97.5,99999923225
1971-03-01,48,99999923225
1971-03-02,32.3,99999923225
1971-03-03,100,99999923225
1971-03-04,98.8,99999923225
1971-03-05,60.8,99999923225
1971-03-06,28.1,99999923225
1971-03-07,35.3,99999923225
1971-03-08,61.1,99999923225
1971-03-09,72.2,99999923225
1971-03-10,64.7,99999923225
1971-03-11,100,99999923225
1971-03-12,100,99999923225
1971-03-13,92.6,99999923225
1971-03-14,97.6,99999923225
1971-03-15,86.3,99999923225
1971-03-16,64.1,99999923225
1971-03-17,24.2,99999923225
1971-03-18,23.7,99999923225
1971-03-19,37.8,99999923225
1971-03-20,34.7,99999923225
1971-03-21,40.8,99999923225
1971-03-22,41.5,99999923225
1971-03-23,94.5,99999923225
1971-03-24,82.6,99999923225
1971-03-25,93.7,99999923225
1971-03-26,96.5,99999923225
1971-03-27,65.8,99999923225
1971-03-28,21,99999923225
1971-03-29,28.9,99999923225
1971-03-30,57.3,99999923225
1971-03-31,27.9,99999923225
1971-04-01,24,99999923225
1971-04-02,31.9,99999923225
1971-04-03,24.1,99999923225
1971-04-04,21.6,99999923225
1971-04-05,23.8,99999923225
1971-04-06,45.1,99999923225
1971-04-07,98.3,99999923225
1971-04-08,43.8,99999923225
1971-04-09,68.4,99999923225
1971-04-10,93.5,99999923225
1971-04-11,36.4,99999923225
1971-04-12,35.5,99999923225
1971-04-13,59,99999923225
1971-04-14,57.5,99999923225
1971-04-15,52.9,99999923225
1971-04-16,53.7,99999923225
1971-04-17,89.9,99999923225
1971-04-18,52,99999923225
1971-04-19,45.2,99999923225
1971-04-20,97.1,99999923225
1971-04-21,79.6,99999923225
1971-04-22,48.2,99999923225
1971-04-23,70.9,99999923225
1971-04-24,57.5,99999923225
1971-04-25,62.1,99999923225
1971-04-26,81.8,99999923225
1971-04-27,66.8,99999923225
1971-04-28,62.9,99999923225
1971-04-29,46.4,99999923225
1971-04-30,41.7,99999923225
1971-05-01,50.3,99999923225
1971-05-02,66.1,99999923225
1971-05-03,92.8,99999923225
1971-05-04,95.6,99999923225
1971-05-05,72.4,99999923225
1971-05-06,61.6,99999923225
1971-05-07,93.8,99999923225
1971-05-08,97.2,99999923225
1971-05-09,75.2,99999923225
1971-05-10,36.7,99999923225
1971-05-11,44.2,99999923225
1971-05-12,46.3,99999923225
1971-05-13,74.1,99999923225
1971-05-14,44.1,99999923225
1971-05-15,32.6,99999923225
1971-05-16,35,99999923225
1971-05-17,20.1,99999923225
1971-05-18,23.3,99999923225
1971-05-19,33.9,99999923225
1971-05-20,41.7,99999923225
1971-05-21,49.9,99999923225
1971-05-22,36,99999923225
1971-05-23,34.9,99999923225
1971-05-24,37,99999923225
1971-05-25,34.1,99999923225
1971-05-26,67.4,99999923225
1971-05-27,77.5,99999923225
1971-05-28,94.9,99999923225
1971-05-29,86.6,99999923225
1971-05-30,92.8,99999923225
1971-05-31,89.5,99999923225
1971-06-01,75.1,99999923225
1971-06-02,53.3,99999923225
1971-06-03,57.4,99999923225
1971-06-04,52,99999923225
1971-06-05,45.1,99999923225
1971-06-06,34.2,99999923225
1971-06-07,37.1,99999923225
1971-06-08,39,99999923225
1971-06-09,44.3,99999923225
1971-06-10,70.5,99999923225
1971-06-11,37.1,99999923225
1971-06-12,45.2,99999923225
1971-06-13,33.6,99999923225
1971-06-14,24.3,99999923225
1971-06-15,28.3,99999923225
1971-06-16,34.2,99999923225
1971-06-17,32.4,99999923225
1971-06-18,35.3,99999923225
1971-06-19,48.2,99999923225
1971-06-20,36.6,99999923225
1971-06-21,34.5,99999923225
1971-06-22,33.4,99999923225
1971-06-23,38.1,99999923225
1971-06-24,39.7,99999923225
1971-06-25,37.4,99999923225
1971-06-26,93.8,99999923225
1971-06-27,68.5,99999923225
1971-06-28,42.6,99999923225
1971-06-29,39.8,99999923225
1971-06-30,39.2,99999923225
1971-07-01,43.4,99999923225
1971-07-02,41.2,99999923225
1971-07-03,37.5,99999923225
1971-07-04,41.5,99999923225
1971-07-05,40.8,99999923225
1971-07-06,39.9,99999923225
1971-07-07,39.7,99999923225
1971-07-08,37.3,99999923225
1971-07-09,42.6,99999923225
1971-07-10,40.2,99999923225
1971-07-11,26.3,99999923225
1971-07-12,30.3,99999923225
1971-07-13,28.5,99999923225
1971-07-14,29.2,99999923225
1971-07-15,34.9,99999923225
1971-07-16,32.3,99999923225
1971-07-17,45.4,99999923225
1971-07-18,52.6,99999923225
1971-07-19,41.7,99999923225
1971-07-20,43.7,99999923225
1971-07-21,38.9,99999923225
1971-07-22,35.3,99999923225
1971-07-23,24.1,99999923225
1971-07-24,34.1,99999923225
1971-07-25,35.5,99999923225
1971-07-26,30.3,99999923225
1971-07-27,32.7,99999923225
1971-07-28,39.3,99999923225
1971-07-29,32.9,99999923225
1971-07-30,35.3,99999923225
1971-07-31,43.5,99999923225
1971-08-01,39.5,99999923225
1971-08-02,39.4,99999923225
1971-08-03,35.8,99999923225
1971-08-04,33.5,99999923225
1971-08-05,38.2,99999923225
1971-08-06,40.1,99999923225
1971-08-07,32.4,99999923225
1971-08-08,35.1,99999923225
1971-08-09,33.6,99999923225
1971-08-10,20.8,99999923225
1971-08-11,22.5,99999923225
1971-08-12,37.2,99999923225
1971-08-13,23.3,99999923225
1971-08-14,24.5,99999923225
1971-08-15,20.5,99999923225
1971-08-16,24.8,99999923225
1971-08-17,26.2,99999923225
1971-08-18,24.5,99999923225
1971-08-19,32.9,99999923225
1971-08-20,23.6,99999923225
1971-08-21,26.2,99999923225
1971-08-22,34.6,99999923225
1971-08-23,37.4,99999923225
1971-08-24,34.4,99999923225
1971-08-25,34.9,99999923225
1971-08-26,38.2,99999923225
1971-08-27,40,99999923225
1971-08-28,43.4,99999923225
1971-08-29,35.9,99999923225
1971-08-30,43,99999923225
1971-08-31,79.8,99999923225
1971-09-01,27.8,99999923225
1971-09-02,63.1,99999923225
1971-09-03,29.3,99999923225
1971-09-04,24.4,99999923225
1971-09-05,25.9,99999923225
1971-09-06,49.1,99999923225
1971-09-07,27.4,99999923225
1971-09-08,24.2,99999923225
1971-09-09,19.4,99999923225
1971-09-10,27.7,99999923225
1971-09-11,31.3,99999923225
1971-09-12,18.1,99999923225
1971-09-13,19,99999923225
1971-09-14,19.1,99999923225
1971-09-15,17.8,99999923225
1971-09-16,17.6,99999923225
1971-09-17,18.9,99999923225
1971-09-18,16.3,99999923225
1971-09-19,21.8,99999923225
1971-09-20,26,99999923225
1971-09-21,26.4,99999923225
1971-09-22,23.9,99999923225
1971-09-23,25.8,99999923225
1971-09-24,32,99999923225
1971-09-25,84.8,99999923225
1971-09-26,87,99999923225
1971-09-27,64,99999923225
1971-09-28,57.9,99999923225
1971-09-29,89.1,99999923225
1971-09-30,79.6,99999923225
1971-10-01,37.7,99999923225
1971-10-02,35,99999923225
1971-10-03,26.6,99999923225
1971-10-04,23,99999923225
1971-10-05,28.7,99999923225
1971-10-06,32.8,99999923225
1971-10-07,31.9,99999923225
1971-10-08,24.1,99999923225
1971-10-09,22.9,99999923225
1971-10-10,27.1,99999923225
1971-10-11,25,99999923225
1971-10-12,22.1,99999923225
1971-10-13,26.6,99999923225
1971-10-14,40.3,99999923225
1971-10-15,85.7,99999923225
1971-10-16,95.5,99999923225
1971-10-17,78.4,99999923225
1971-10-18,57.4,99999923225
1971-10-19,64.6,99999923225
1971-10-20,54.9,99999923225
1971-10-21,44.5,99999923225
1971-10-22,49.8,99999923225
1971-10-23,91.8,99999923225
1971-10-24,57.1,99999923225
1971-10-25,43,99999923225
1971-10-26,46.5,99999923225
1971-10-27,94.9,99999923225
1971-10-28,46.5,99999923225
1971-10-29,15.2,99999923225
1971-10-30,25.4,99999923225
1971-10-31,46.2,99999923225
1971-11-01,28.4,99999923225
1971-11-02,18.9,99999923225
1971-11-03,20.4,99999923225
1971-11-04,21.6,99999923225
1971-11-05,26.5,99999923225
1971-11-06,23.5,99999923225
1971-11-07,36.4,99999923225
1971-11-08,32.5,99999923225
1971-11-09,52.2,99999923225
1971-11-10,27.5,99999923225
1971-11-11,95,99999923225
1971-11-12,95,99999923225
1971-11-13,97.6,99999923225
1971-11-14,71.9,99999923225
1971-11-15,56.6,99999923225
1971-11-16,49,99999923225
1971-11-17,20.4,99999923225
1971-11-18,50.7,99999923225
1971-11-19,36.4,99999923225
1971-11-20,40.9,99999923225
1971-11-21,46.1,99999923225
1971-11-22,50.1,99999923225
1971-11-23,57.7,99999923225
1971-11-24,94,99999923225
1971-11-25,65.6,99999923225
1971-11-26,82.7,99999923225
1971-11-27,88.1,99999923225
1971-11-28,96,99999923225
1971-11-29,94.2,99999923225
1971-11-30,59.4,99999923225
1971-12-01,46.9,99999923225
1971-12-02,90.9,99999923225
1971-12-03,94.7,99999923225
1971-12-04,57.7,99999923225
1971-12-05,69.4,99999923225
1971-12-06,87.5,99999923225
1971-12-07,41.6,99999923225
1971-12-08,16.3,99999923225
1971-12-09,97.1,99999923225
1971-12-10,96.8,99999923225
1971-12-11,93.9,99999923225
1971-12-12,98.3,99999923225
1971-12-13,79.9,99999923225
1971-12-14,92.1,99999923225
1971-12-15,69.8,99999923225
1971-12-16,39.8,99999923225
1971-12-17,32.3,99999923225
1971-12-18,36.7,99999923225
1971-12-19,36.4,99999923225
1971-12-20,38.4,99999923225
1971-12-21,65.3,99999923225
1971-12-22,100,99999923225
1971-12-23,98.3,99999923225
1971-12-24,96.6,99999923225
1971-12-25,97.1,99999923225
1971-12-26,88.6,99999923225
1971-12-27,88.4,99999923225
1971-12-28,83.4,99999923225
1971-12-29,96.1,99999923225
1971-12-30,55.7,99999923225
1971-12-31,36.6,99999923225
1972-01-01,30,99999923225
1972-01-02,28.5,99999923225
1972-01-03,26.4,99999923225
1972-01-04,27.7,99999923225
1972-01-05,31.4,99999923225
1972-01-06,31,99999923225
1972-01-07,35.9,99999923225
1972-01-08,41.5,99999923225
1972-01-09,38.3,99999923225
1972-01-10,46.5,99999923225
1972-01-11,36.7,99999923225
1972-01-12,61.3,99999923225
1972-01-13,38.6,99999923225
1972-01-14,33.6,99999923225
1972-01-15,34.8,99999923225
1972-01-16,32.7,99999923225
1972-01-17,38.5,99999923225
1972-01-18,60.4,99999923225
1972-01-19,75.1,99999923225
1972-01-20,100,99999923225
1972-01-21,98.8,99999923225
1972-01-22,100,99999923225
1972-01-23,98.8,99999923225
1972-01-24,38,99999923225
1972-01-25,98.5,99999923225
1972-01-26,97.5,99999923225
1972-01-27,98.8,99999923225
1972-01-28,86,99999923225
1972-01-29,48.3,99999923225
1972-01-30,23.8,99999923225
1972-01-31,34.4,99999923225
1972-02-01,51.6,99999923225
1972-02-02,26.5,99999923225
1972-02-03,23.4,99999923225
1972-02-04,21.8,99999923225
1972-02-05,95,99999923225
1972-02-06,94.9,99999923225
1972-02-07,38.4,99999923225
1972-02-08,41.3,99999923225
1972-02-09,32.6,99999923225
1972-02-10,39.3,99999923225
1972-02-11,60.1,99999923225
1972-02-12,54.6,99999923225
1972-02-13,58.5,99999923225
1972-02-14,53.1,99999923225
1972-02-15,51.6,99999923225
1972-02-16,28,99999923225
1972-02-17,20.1,99999923225
1972-02-18,23.9,99999923225
1972-02-19,49.7,99999923225
1972-02-20,78.3,99999923225
1972-02-21,92.4,99999923225
1972-02-22,94.8,99999923225
1972-02-23,98.8,99999923225
1972-02-24,96.4,99999923225
1972-02-25,97.7,99999923225
1972-02-26,80.6,99999923225
1972-02-27,57.3,99999923225
1972-02-28,81.3,99999923225
1972-02-29,87.3,99999923225
1972-03-01,55.1,99999923225
1972-03-02,100,99999923225
1972-03-03,98.4,99999923225
1972-03-04,73.8,99999923225
1972-03-05,18.4,99999923225
1972-03-06,39,99999923225
1972-03-07,44.3,99999923225
1972-03-08,45.5,99999923225
1972-03-09,49.2,99999923225
1972-03-10,87.9,99999923225
1972-03-11,64.4,99999923225
1972-03-12,66,99999923225
1972-03-13,73.8,99999923225
1972-03-14,28.4,99999923225
1972-03-15,30.7,99999923225
1972-03-16,31.4,99999923225
1972-03-17,38.9,99999923225
1972-03-18,37.6,99999923225
1972-03-19,31.7,99999923225
1972-03-20,42.4,99999923225
1972-03-21,56.2,99999923225
1972-03-22,96.7,99999923225
1972-03-23,61.7,99999923225
1972-03-24,59.2,99999923225
1972-03-25,81.8,99999923225
1972-03-26,38.4,99999923225
1972-03-27,33.4,99999923225
1972-03-28,41.9,99999923225
1972-03-29,33.1,99999923225
1972-03-30,28.7,99999923225
1972-03-31,38.2,99999923225
1972-04-01,58,99999923225
1972-04-02,67,99999923225
1972-04-03,49.2,99999923225
1972-04-04,57.5,99999923225
1972-04-05,88.5,99999923225
1972-04-06,98.8,99999923225
1972-04-07,48,99999923225
1972-04-08,42.6,99999923225
1972-04-09,51.7,99999923225
1972-04-10,69.8,99999923225
1972-04-11,96,99999923225
1972-04-12,98.8,99999923225
1972-04-13,59.5,99999923225
1972-04-14,35.8,99999923225
1972-04-15,43.8,99999923225
1972-04-16,48.9,99999923225
1972-04-17,41.9,99999923225
1972-04-18,26.2,99999923225
1972-04-19,35.2,99999923225
1972-04-20,33,99999923225
1972-04-21,31.5,99999923225
1972-04-22,22.4,99999923225
1972-04-23,37.7,99999923225
1972-04-24,88.1,99999923225
1972-04-25,35.5,99999923225
1972-04-26,26.7,99999923225
1972-04-27,28.2,99999923225
1972-04-28,37.3,99999923225
1972-04-29,31.6,99999923225
1972-04-30,23.6,99999923225
1972-05-01,28.6,99999923225
1972-05-02,28,99999923225
1972-05-03,23.1,99999923225
1972-05-04,26.8,99999923225
1972-05-05,34.6,99999923225
1972-05-06,49.9,99999923225
1972-05-07,69.5,99999923225
1972-05-08,71.5,99999923225
1972-05-09,50.3,99999923225
1972-05-10,33.2,99999923225
1972-05-11,19.5,99999923225
1972-05-12,18.1,99999923225
1972-05-13,19.3,99999923225
1972-05-14,24.1,99999923225
1972-05-15,21.2,99999923225
1972-05-16,31.3,99999923225
1972-05-17,46.3,99999923225
1972-05-18,45.5,99999923225
1972-05-19,88.3,99999923225
1972-05-20,93,99999923225
1972-05-21,89.5,99999923225
1972-05-22,60.4,99999923225
1972-05-23,38.6,99999923225
1972-05-24,39.9,99999923225
1972-05-25,48,99999923225
1972-05-26,47.6,99999923225
1972-05-27,33.4,99999923225
1972-05-28,41.8,99999923225
1972-05-29,28.7,99999923225
1972-05-30,35.6,99999923225
1972-05-31,36,99999923225
1972-06-01,32.8,99999923225
1972-06-02,35.5,99999923225
1972-06-03,34.5,99999923225
1972-06-04,35.1,99999923225
1972-06-05,37.5,99999923225
1972-06-06,49.2,99999923225
1972-06-07,57.3,99999923225
1972-06-08,72.2,99999923225
1972-06-09,62.8,99999923225
1972-06-10,71.2,99999923225
1972-06-11,32.7,99999923225
1972-06-12,42.4,99999923225
1972-06-13,36.8,99999923225
1972-06-14,40.1,99999923225
1972-06-15,39.6,99999923225
1972-06-16,34.8,99999923225
1972-06-17,35.6,99999923225
1972-06-18,37.5,99999923225
1972-06-19,41.2,99999923225
1972-06-20,33.2,99999923225
1972-06-21,31,99999923225
1972-06-22,39.5,99999923225
1972-06-23,62.2,99999923225
1972-06-24,53.5,99999923225
1972-06-25,46.7,99999923225
1972-06-26,45.7,99999923225
1972-06-27,46,99999923225
1972-06-28,47.7,99999923225
1972-06-29,26.9,99999923225
1972-06-30,21.6,99999923225
1972-07-01,26.8,99999923225
1972-07-02,27.6,99999923225
1972-07-03,24.1,99999923225
1972-07-04,30.9,99999923225
1972-07-05,34.4,99999923225
1972-07-06,30.1,99999923225
1972-07-07,26.8,99999923225
1972-07-08,21.9,99999923225
1972-07-09,27,99999923225
1972-07-10,31.8,99999923225
1972-07-11,29,99999923225
1972-07-12,31.8,99999923225
1972-07-13,18.7,99999923225
1972-07-14,20.5,99999923225
1972-07-15,23,99999923225
1972-07-16,35.8,99999923225
1972-07-17,42.3,99999923225
1972-07-18,47.2,99999923225
1972-07-19,44.3,99999923225
1972-07-20,48.7,99999923225
1972-07-21,52.5,99999923225
1972-07-22,49.7,99999923225
1972-07-23,43.1,99999923225
1972-07-24,39.9,99999923225
1972-07-25,29.8,99999923225
1972-07-26,33,99999923225
1972-07-27,20.1,99999923225
1972-07-28,24.9,99999923225
1972-07-29,24.8,99999923225
1972-07-30,45.9,99999923225
1972-07-31,32.9,99999923225
1972-08-01,23.8,99999923225
1972-08-02,23.2,99999923225
1972-08-03,27.9,99999923225
1972-08-04,33.3,99999923225
1972-08-05,22.9,99999923225
1972-08-06,17.1,99999923225
1972-08-07,22.1,99999923225
1972-08-08,32,99999923225
1972-08-09,40.3,99999923225
1972-08-10,32.7,99999923225
1972-08-11,27,99999923225
1972-08-12,23.1,99999923225
1972-08-13,34.1,99999923225
1972-08-14,32.6,99999923225
1972-08-15,37.5,99999923225
1972-08-16,31.1,99999923225
1972-08-17,49.7,99999923225
1972-08-18,51.2,99999923225
1972-08-19,54.5,99999923225
1972-08-20,50,99999923225
1972-08-21,29.7,99999923225
1972-08-22,22.5,99999923225
1972-08-23,25.8,99999923225
1972-08-24,33.5,99999923225
1972-08-25,18.6,99999923225
1972-08-26,20.1,99999923225
1972-08-27,17.8,99999923225
1972-08-28,44.7,99999923225
1972-08-29,43.6,99999923225
1972-08-30,36.3,99999923225
1972-08-31,35.3,99999923225
1972-09-01,33.4,99999923225
1972-09-02,32.9,99999923225
1972-09-03,35,99999923225
1972-09-04,67.6,99999923225
1972-09-05,65.6,99999923225
1972-09-06,44.1,99999923225
1972-09-07,41.6,99999923225
1972-09-08,35.8,99999923225
1972-09-09,28.7,99999923225
1972-09-10,24.6,99999923225
1972-09-11,50.6,99999923225
1972-09-12,25.8,99999923225
1972-09-13,25.1,99999923225
1972-09-14,21.4,99999923225
1972-09-15,18,99999923225
1972-09-16,25,99999923225
1972-09-17,25.5,99999923225
1972-09-18,41.8,99999923225
1972-09-19,59.2,99999923225
1972-09-20,23.5,99999923225
1972-09-21,28.2,99999923225
1972-09-22,31.4,99999923225
1972-09-23,20.7,99999923225
1972-09-24,20.7,99999923225
1972-09-25,23.6,99999923225
1972-09-26,93.7,99999923225
1972-09-27,88.1,99999923225
1972-09-28,56.6,99999923225
1972-09-29,34.1,99999923225
1972-09-30,36.1,99999923225
1972-10-01,68.7,99999923225
1972-10-02,45,99999923225
1972-10-03,28.9,99999923225
1972-10-04,72.4,99999923225
1972-10-05,52.2,99999923225
1972-10-06,33.1,99999923225
1972-10-07,50.2,99999923225
1972-10-08,59.5,99999923225
1972-10-09,92.8,99999923225
1972-10-10,94.4,99999923225
1972-10-11,95.5,99999923225
1972-10-12,64.8,99999923225
1972-10-13,67.1,99999923225
1972-10-14,69.7,99999923225
1972-10-15,89.2,99999923225
1972-10-16,77.1,99999923225
1972-10-17,72.7,99999923225
1972-10-18,55.8,99999923225
1972-10-19,62.2,99999923225
1972-10-20,79,99999923225
1972-10-21,42.3,99999923225
1972-10-22,48.5,99999923225
1972-10-23,39.5,99999923225
1972-10-24,15.8,99999923225
1972-10-25,35.4,99999923225
1972-10-26,52.5,99999923225
1972-10-27,50.3,99999923225
1972-10-28,66.3,99999923225
1972-10-29,27.3,99999923225
1972-10-30,25.6,99999923225
1972-10-31,18.5,99999923225
1972-11-01,42.8,99999923225
1972-11-02,63.2,99999923225
1972-11-03,84.6,99999923225
1972-11-04,96.6,99999923225
1972-11-05,73.9,99999923225
1972-11-06,43.5,99999923225
1972-11-07,88.9,99999923225
1972-11-08,83.2,99999923225
1972-11-09,75.4,99999923225
1972-11-10,92.1,99999923225
1972-11-11,93.7,99999923225
1972-11-12,67.8,99999923225
1972-11-13,91,99999923225
1972-11-14,95.8,99999923225
1972-11-15,87.3,99999923225
1972-11-16,81.7,99999923225
1972-11-17,58.6,99999923225
1972-11-18,92.3,99999923225
1972-11-19,95.9,99999923225
1972-11-20,55.8,99999923225
1972-11-21,30.9,99999923225
1972-11-22,41.7,99999923225
1972-11-23,22.3,99999923225
1972-11-24,47.9,99999923225
1972-11-25,37.8,99999923225
1972-11-26,25.8,99999923225
1972-11-27,13.8,99999923225
1972-11-28,36.2,99999923225
1972-11-29,35.1,99999923225
1972-11-30,18,99999923225
1972-12-01,18.5,99999923225
1972-12-02,26.2,99999923225
1972-12-03,85.3,99999923225
1972-12-04,92.3,99999923225
1972-12-05,61.3,99999923225
1972-12-06,100,99999923225
1972-12-07,95,99999923225
1972-12-08,90.1,99999923225
1972-12-09,63.2,99999923225
1972-12-10,57.4,99999923225
1972-12-11,30.3,99999923225
1972-12-12,84.5,99999923225
1972-12-13,42,99999923225
1972-12-14,18.7,99999923225
1972-12-15,25.2,99999923225
1972-12-16,53.4,99999923225
1972-12-17,98.8,99999923225
1972-12-18,87.3,99999923225
1972-12-19,100,99999923225
1972-12-20,42.5,99999923225
1972-12-21,76.5,99999923225
1972-12-22,95.6,99999923225
1972-12-23,51.2,99999923225
1972-12-24,51.1,99999923225
1972-12-25,21.5,99999923225
1972-12-26,19.4,99999923225
1972-12-27,29.3,99999923225
1972-12-28,47.5,99999923225
1972-12-29,29.8,99999923225
1972-12-30,45.5,99999923225
1972-12-31,37,"99999923225,72584523225"
1973-01-01,24.2,72584523225
1973-01-02,45.1,72584523225
1973-01-03,84.4,72584523225
1973-01-04,52.8,72584523225
1973-01-05,49.4,72584523225
1973-01-06,41.1,72584523225
1973-01-07,39.9,72584523225
1973-01-08,75.4,72584523225
1973-01-09,94.7,72584523225
1973-01-10,96,72584523225
1973-01-11,95.7,72584523225
1973-01-12,95,72584523225
1973-01-13,63.4,72584523225
1973-01-14,25.4,72584523225
1973-01-15,63.5,72584523225
1973-01-16,93.7,72584523225
1973-01-17,93.2,72584523225
1973-01-18,94.7,72584523225
1973-01-19,79,72584523225
1973-01-20,56,72584523225
1973-01-21,70.3,72584523225
1973-01-22,29.9,72584523225
1973-01-23,34.8,72584523225
1973-01-24,42,72584523225
1973-01-25,91.8,72584523225
1973-01-26,66.4,72584523225
1973-01-27,27.4,72584523225
1973-01-28,26.8,72584523225
1973-01-29,72.4,72584523225
1973-01-30,91.6,72584523225
1973-01-31,84.6,72584523225
1973-02-01,36.3,72584523225
1973-02-02,36.4,72584523225
1973-02-03,75.8,72584523225
1973-02-04,93.8,72584523225
1973-02-05,80.1,72584523225
1973-02-06,91.8,72584523225
1973-02-07,90.9,72584523225
1973-02-08,82.2,72584523225
1973-02-09,87.8,72584523225
1973-02-10,96.3,72584523225
1973-02-11,96.3,72584523225
1973-02-12,94.3,72584523225
1973-02-13,93.5,72584523225
1973-02-14,96.4,72584523225
1973-02-15,67.7,72584523225
1973-02-16,46.1,72584523225
1973-02-17,52.8,72584523225
1973-02-18,42.4,72584523225
1973-02-19,53.1,72584523225
1973-02-20,34.2,72584523225
1973-02-21,28.3,72584523225
1973-02-22,60.2,72584523225
1973-02-23,70,72584523225
1973-02-24,91.6,72584523225
1973-02-25,91.3,72584523225
1973-02-26,90,72584523225
1973-02-27,92.5,72584523225
1973-02-28,94,72584523225
1973-03-01,97.9,72584523225
1973-03-02,74.1,72584523225
1973-03-03,89,72584523225
